"ASIGNATURA_REFERENCIA","MATRICULA_CURSO_ACADEMICO","GRUPO_ID","INGLES","ASIGNACION_MANUAL","MATRICULA_EXPEDIENTES_NEXP"
"50659","20/21","","","",104100207
"50660","20/21","","","",104100207
"50661","20/21","","","",104100207
"50662","20/21","","","",104100207
"50663","20/21","","","",104100207
"50664","20/21","","","",104100207
"50665","20/21","","","",104100207
"50666","20/21","","","",104100207
"50667","20/21","","","",104100207
"51148","20/21","","","",104200208
"51149","20/21","","","",104200208
"51150","20/21","","","",104200208
"51151","20/21","","","",104200208
"51152","20/21","","","",104200208
"51153","20/21","","","",104200208
"51154","20/21","","","",104200208
"51155","20/21","","","",104200208
"51156","20/21","","","",104200208
"51157","20/21","","","",104200208
"51009","20/21","","","",104100209
"50662","20/21","","","",104100210
"50663","20/21","","","",104100210
"50664","20/21","","","",104100210
"50994","20/21","","","",104100210
"51007","20/21","","","",104100210
"51017","20/21","","","",104100210
"51013","20/21","","","",104100210
"51058","20/21","","","",104100210
"51138","20/21","","","",104200211
"51140","20/21","","","",104200211
"51148","20/21","","","",104200211
"51149","20/21","","","",104200211
"51150","20/21","","","",104200211
"51151","20/21","","","",104200211
"51152","20/21","","","",104200211
"51153","20/21","","","",104200211
"51154","20/21","","","",104200211
"51155","20/21","","","",104200211
"51156","20/21","","","",104200211
"51157","20/21","","","",104200211
"51195","20/21","","","",104200212
"51180","20/21","","","",104200212
"51181","20/21","","","",104200212
"51182","20/21","","","",104200212
"51186","20/21","","","",104200212
"51198","20/21","","","",104200212
"51026","20/21","","","",104200212
"51056","20/21","","","",104200212
"51195","20/21","","","",104200213
"51180","20/21","","","",104200213
"51181","20/21","","","",104200213
"51182","20/21","","","",104200213
"51186","20/21","","","",104200213
"51198","20/21","","","",104200213
"51141","20/21","","","",104200509
"51142","20/21","","","",104200509
"51143","20/21","","","",104200509
"51144","20/21","","","",104200509
"51146","20/21","","","",104200509
"51160","20/21","","","",104200509
"51166","20/21","","","",104200509
"51138","20/21","","","",104200510
"51139","20/21","","","",104200510
"51140","20/21","","","",104200510
"51141","20/21","","","",104200510
"51142","20/21","","","",104200510
"51143","20/21","","","",104200510
"51144","20/21","","","",104200510
"51146","20/21","","","",104200510
"51147","20/21","","","",104200510
"53161","20/21","","","",105600350
"53162","20/21","","","",105600350
"53163","20/21","","","",105600350
"53164","20/21","","","",105600350
"53165","20/21","","","",105600350
"53210","20/21","","","",105600350
"53218","20/21","","","",105600350
"53220","20/21","","","",105600350
"53222","20/21","","","",105600350
"53223","20/21","","","",105600350
"53226","20/21","","","",105600350
"51150","20/21","","","",104200351
"51160","20/21","","","",104200351
"51161","20/21","","","",104200351
"51162","20/21","","","",104200351
"51166","20/21","","","",104200351
"51169","20/21","","","",104200351
"51171","20/21","","","",104200351
"51174","20/21","","","",104200351
"51175","20/21","","","",104200351
"51050","20/21","","","",104200351
"50658","20/21","","","",104100352
"50659","20/21","","","",104100352
"50660","20/21","","","",104100352
"50661","20/21","","","",104100352
"50662","20/21","","","",104100352
"50663","20/21","","","",104100352
"50664","20/21","","","",104100352
"50665","20/21","","","",104100352
"50666","20/21","","","",104100352
"50667","20/21","","","",104100352
"50997","20/21","","","",104100353
"51009","20/21","","","",104100353
"51055","20/21","","","",104100353
"51029","20/21","","","",104100353
"51036","20/21","","","",104100353
"51041","20/21","","","",104100353
"51046","20/21","","","",104100353
"51059","20/21","","","",104100353
"51014","20/21","","","",104100353
"51056","20/21","","","",104100353
"51180","20/21","","","",104200354
"51181","20/21","","","",104200354
"51186","20/21","","","",104200354
"51198","20/21","","","",104200354
"51031","20/21","","","",104200354
"51014","20/21","","","",104200354
"51021","20/21","","","",104200354
"51056","20/21","","","",104200354
"51673","20/21","","","",104300355
"51676","20/21","","","",104300355
"51678","20/21","","","",104300355
"51681","20/21","","","",104300355
"51683","20/21","","","",104300355
"51690","20/21","","","",104300355
"51692","20/21","","","",104300355
"51701","20/21","","","",104300355
"51191","20/21","","","",104300355
"51140","20/21","","","",104200356
"51142","20/21","","","",104200356
"51143","20/21","","","",104200356
"51144","20/21","","","",104200356
"51150","20/21","","","",104200356
"51152","20/21","","","",104200356
"51154","20/21","","","",104200356
"51157","20/21","","","",104200356
"51171","20/21","","","",104200356
"51180","20/21","","","",104200356
"51182","20/21","","","",104200356
"51186","20/21","","","",104200356
"53161","20/21","","","",105600357
"53162","20/21","","","",105600357
"53163","20/21","","","",105600357
"53164","20/21","","","",105600357
"53165","20/21","","","",105600357
"53211","20/21","","","",105600357
"53212","20/21","","","",105600357
"53213","20/21","","","",105600357
"53214","20/21","","","",105600357
"53215","20/21","","","",105600357
"53221","20/21","","","",105600357
"51195","20/21","","","",104200358
"51180","20/21","","","",104200358
"51181","20/21","","","",104200358
"51182","20/21","","","",104200358
"51186","20/21","","","",104200358
"51198","20/21","","","",104200358
"51018","20/21","","","",104200358
"51056","20/21","","","",104200358
"50994","20/21","","","",104100359
"50996","20/21","","","",104100359
"50997","20/21","","","",104100359
"50998","20/21","","","",104100359
"51000","20/21","","","",104100359
"51001","20/21","","","",104100359
"51002","20/21","","","",104100359
"51003","20/21","","","",104100359
"51139","20/21","","","",104200360
"51140","20/21","","","",104200360
"51141","20/21","","","",104200360
"51142","20/21","","","",104200360
"51143","20/21","","","",104200360
"51144","20/21","","","",104200360
"51146","20/21","","","",104200360
"51147","20/21","","","",104200360
"51016","20/21","","","",104100361
"51055","20/21","","","",104100361
"51029","20/21","","","",104100361
"51036","20/21","","","",104100361
"51041","20/21","","","",104100361
"51046","20/21","","","",104100361
"51031","20/21","","","",104100361
"51730","20/21","","","",104100361
"51050","20/21","","","",104100361
"51020","20/21","","","",104100361
"51039","20/21","","","",104100361
"51701","20/21","","","",104300362
"51709","20/21","","","",104300362
"51735","20/21","","","",104300362
"51718","20/21","","","",104300362
"51720","20/21","","","",104300362
"51722","20/21","","","",104300362
"51725","20/21","","","",104300362
"51047","20/21","","","",104300362
"51044","20/21","","","",104300362
"51030","20/21","","","",104300362
"51730","20/21","","","",104300362
"51023","20/21","","","",104300362
"50664","20/21","","","",104100363
"51059","20/21","","","",104100363
"51677","20/21","","","",104300364
"51678","20/21","","","",104300364
"51679","20/21","","","",104300364
"51683","20/21","","","",104300364
"51685","20/21","","","",104300364
"51686","20/21","","","",104300364
"51687","20/21","","","",104300364
"51689","20/21","","","",104300364
"51691","20/21","","","",104300364
"51710","20/21","","","",104300364
"53016","20/21","","","",105600365
"53109","20/21","","","",105600365
"53110","20/21","","","",105600365
"53111","20/21","","","",105600365
"53118","20/21","","","",105600365
"53161","20/21","","","",105600365
"53162","20/21","","","",105600365
"53163","20/21","","","",105600365
"53164","20/21","","","",105600365
"53165","20/21","","","",105600365
"53211","20/21","","","",105600365
"53212","20/21","","","",105600365
"53214","20/21","","","",105600365
"51195","20/21","","","",104200366
"51180","20/21","","","",104200366
"51181","20/21","","","",104200366
"51182","20/21","","","",104200366
"51186","20/21","","","",104200366
"51198","20/21","","","",104200366
"51190","20/21","","","",104200366
"51056","20/21","","","",104200366
"50664","20/21","","","",104100367
"50994","20/21","","","",104100367
"51000","20/21","","","",104100367
"51001","20/21","","","",104100367
"51007","20/21","","","",104100367
"51009","20/21","","","",104100367
"51011","20/21","","","",104100367
"51015","20/21","","","",104100367
"51025","20/21","","","",104100367
"51008","20/21","","","",104100367
"51016","20/21","","","",104100367
"51036","20/21","","","",104100367
"51030","20/21","","","",104100367
"50994","20/21","","","",104100368
"50995","20/21","","","",104100368
"50996","20/21","","","",104100368
"50997","20/21","","","",104100368
"50998","20/21","","","",104100368
"50999","20/21","","","",104100368
"51000","20/21","","","",104100368
"51001","20/21","","","",104100368
"51002","20/21","","","",104100368
"51003","20/21","","","",104100368
"53111","20/21","","","",105600369
"53113","20/21","","","",105600369
"53304","20/21","","","",105600369
"53424","20/21","","","",105600369
"53425","20/21","","","",105600369
"53426","20/21","","","",105600369
"51009","20/21","","","",104100370
"51059","20/21","","","",104100370
"51039","20/21","","","",104100370
"53164","20/21","","","",105600371
"53212","20/21","","","",105600371
"53283","20/21","","","",105600371
"53286","20/21","","","",105600371
"51034","20/21","","","",105600371
"53304","20/21","","","",105600371
"51138","20/21","","","",104200372
"51140","20/21","","","",104200372
"51141","20/21","","","",104200372
"51142","20/21","","","",104200372
"51143","20/21","","","",104200372
"51144","20/21","","","",104200372
"51149","20/21","","","",104200372
"51155","20/21","","","",104200372
"51156","20/21","","","",104200372
"51157","20/21","","","",104200372
"51680","20/21","","","",104300373
"51701","20/21","","","",104300373
"51700","20/21","","","",104300373
"51702","20/21","","","",104300373
"51703","20/21","","","",104300373
"51708","20/21","","","",104300373
"51709","20/21","","","",104300373
"51710","20/21","","","",104300373
"50664","20/21","","","",104100374
"50666","20/21","","","",104100374
"50997","20/21","","","",104100374
"51001","20/21","","","",104100374
"51009","20/21","","","",104100374
"51025","20/21","","","",104100374
"51017","20/21","","","",104100374
"51055","20/21","","","",104100374
"51027","20/21","","","",104100374
"51032","20/21","","","",104100374
"51034","20/21","","","",104100374
"51037","20/21","","","",104100374
"51059","20/21","","","",104100375
"50658","20/21","","","",104100376
"50659","20/21","","","",104100376
"50660","20/21","","","",104100376
"50661","20/21","","","",104100376
"50662","20/21","","","",104100376
"50663","20/21","","","",104100376
"50664","20/21","","","",104100376
"50665","20/21","","","",104100376
"50666","20/21","","","",104100376
"50667","20/21","","","",104100376
"51138","20/21","","","",104200377
"51140","20/21","","","",104200377
"51142","20/21","","","",104200377
"51143","20/21","","","",104200377
"51144","20/21","","","",104200377
"51149","20/21","","","",104200377
"51154","20/21","","","",104200377
"51156","20/21","","","",104200377
"50662","20/21","","","",104100378
"50663","20/21","","","",104100378
"50994","20/21","","","",104100378
"50995","20/21","","","",104100378
"50996","20/21","","","",104100378
